username	tweet	hashtags	mentions
b4llyache	"joHn �������� ����
Nov 12EU AMO STARLIGHT COM TODAS MINHAS FORÇAS
open.spotify.com
Starlight (Taylor's Version)
Taylor Swift · Song · 2021"	[]	['b4llyache']
urbowns	RT @goldenhourlatte: gue gapapa nonton taylor swift dapet seat category yg paling belakang yg dapet hikmahnya doang asalkan gw bisa teriak…	[]	['goldenhourlatte']
AaronC_48	"@sunflowerkiszka I am noticing a nice availability on June 3, you should come to Toronto and see WOTE 👀

I’m v tempted to go to Detroit to see Taylor Swift but her tickets are way too expensive resale"	[]	['sunflowerkiszka']
rseymour	"Main takeaway from Bad Blood (Taylor Swift song):
It’s pretty frightening how far rivalries will go in generally tepid pop music."	[]	['mrphilroth']
steve_vladeck	"RT @KSVesq: My husband: Here is a very important post about a very important topic

Me: Would you like to write me a Taylor Swift pun email…"	[]	['KSVesq']
mygiantrobot	"RT @Coll3enG: Breaking News:

Pop icon Taylor Swift has joined the search for the missing titanic sub. 

 https://t.co/oyBNne6ick"	[]	['Coll3enG']
iamhaunted13	"i just made a reel voting for us as best fandom!!!! here is a little tutorial��
@taylorswift13 @taylornation13 ��

i vote for Taylor Swift as Artist Of The Year at the #AMAs pic.twitter.com/0asJc0g240"	['AMAs']	['taylorswift13', 'taylornation13']
That_Cho	"@theantiherokate What I'm talking about is conservatives looking at those who are more successful than them and literally imagining reasons to hate on &amp; obsess over them. See Taylor Swift. 

Which is ironic, because she's also hated on for being a successful white capitalist."	['']	['theantiherokate']
womenonbusiness	RT @kelleykeller: Taylor Swift Trademarks Grow with Swiftmas -  http://bit.ly/1lXPFn7  #trademarks via @circlelegal pic.twitter.com/s7YoN2F4KM	['#trademarks']	['kelleykeller', 'circlelegal']
amyrbromberg	Seriously?? RT @eonline: Taylor Swift has been cast in the film adaptation of #TheGiver alongside Meryl Streep!  http://eonli.ne/1eNfikC 	['#thegiver']	['eonline']
jkaplan	@Mxrna You could be rich, popular and actually attractive and the fact that you like Taylor Swift outweighs those all	[]	['mxrna']
jvinnyhall	"Thank you @JessicaKRoy 
""Congratulations to Taylor Swift's best friend whatshername.""  https://twitter.com/JessicaKRoy/status/701777169677213696 …"	[]	['jessicakroy']
ricochet	"On tonight’s episode of Examining Politics, ⁦@LarryOConnor⁩ talks to the Examiner’s ⁦@brad_polumbo⁩ on the new(?) and improved(?) woke Taylor Swift and the Equality Act.

 https://ricochet.com/podcast/examining-politics/marc-lotter-brad-polumbo-and-dr-robert-mather/ … pic.twitter.com/ZvbAvorAwI"	[]	['larryoconnor', 'brad_polumbo']
4evrmalone	RT @JordynJournals: Beyoncé and Taylor Swift are carrying America’s hot summer. But how much exactly have their concerts boosted the econom…	[]	['JordynJournals']
Telegraph	"The Telegraph
18h The Duke of Cambridge said there is “nothing better” for getting back into the “grind of the week” than some “heavy” rock music
telegraph.co.uk
Prince William says ‘nothing better’ than listening to AC/DC’s heavy rock music
The Duke of Cambridge reminisces about favourite songs, family life and being embarrassed by Taylor Swift during a one-off Christmas podcast"	[]	['Telegraph']
NewYorker	.@jiatolentino explores the evolving persona of the 1975 frontman Matty Healy, his band’s most recent album, and the rumors of a relationship with Taylor Swift. https://t.co/cBluruRPxi	[]	['jiatolentino']
IAMvDroid13	RT @ivycedes: WOW! as someone who doesn’t know much about taylor swift i’m so amazed by her willingness to stand up for her fans🥳 #godsavet…	[]	['ivycedes']
renjunrush	"RT @alefvernon: Meet the Lover Knight ��⚔️

The first knight from my fanart series: Taylor Swift - the 10 Knights of the eras ♡ Which one yo…"	[]	['alefvernon']
IAMvDroid13	RT @TMlovesRED: People don't give Taylor Swift enough credit when it comes to her vision for her performances. The way she changes the melo…	[]	['TMlovesRED']
cosmo_singapore	"Looks like @cosmo_singapore team!""@usweekly: Taylor Swift showed off her belly button (and bikini body!) in Hawaii:  http://usm.ag/1xP5tZ0 ”"	[]	['cosmo_singapore', 'usweekly']
kassemg	@shaycarl how do we tell babytard that Taylor Swift's a seaward and she should move on to a real talent like Dave Grohl or Dr. Meldrum	[]	['shaycarl']
angeljimenez	"RT @Anthony_Bonato: Taylor Swift as math functions, for all the Swifties. A thread.

y = -x https://t.co/FQdrn4iLPM"	[]	['Anthony_Bonato']
yashar	"1. Taylor Swift claims @scooterbraun & Scott Borchetta are not allowing her to perform her old songs at the American Music Awards & they won't let Netflix use them for a documentary.

Reminder: Scooter bought Taylor's old record label earlier this year

 http://bit.ly/2CLiVZa  pic.twitter.com/wCfgx6oSBB"	[]	['scooterbraun']
washeddad17	@TheMayorRobF @HalcyonRams @NFL_DovKleiman Taylor Swift or Dua Lipa. I’d be in good shape to convince wifey to go either way	[]	['TheMayorRobF', 'HalcyonRams', 'NFL_DovKleiman']
missrightaee	"⁷
23hnever grow up by taylor swift really makes me depressed tho like ""i just realized everything i have is someday gonna be gone"" TAYLOR WHY'D YOU HAVE TO HURT ME LIKE THIS???"	[]	['missrightaee']
TheJaybmac	"RT @Plaatje_Amber: Kit Connor didn’t queerbait you 
Taylor Swift isn’t queerbaiting you
Harry Styles isn’t queerbaiting you
Misha Collins d…"	[]	['Plaatje_Amber']
Peradventur3	RT @Daniel_Loxton: Imagine buying a business in which people from Stephen King to Taylor Swift improbably write content for you for free, a…	[]	['Daniel_Loxton']
zaffyzak	"RT @PopCrave: 🚨 Taylor Swift is releasing FOUR songs tonight at midnight in honor of ‘The Eras Tour’ starting this weekend:

• Eyes Open (T…"	[]	['PopCrave']
dianne151052	Celebrities status was the public carrot. Oh look you could be like Taylor Swift and earn millions.. but unfortunately not many make it...	[]	['spike9151']
lisa03755	"CRINGE.  ""Put the ring on my finger!""

RT @theRedheadAriel: Oh my gosh. The Taylor Swift song. �� #TheBakerAndTheBeauty"	['#thebakerandthebeauty']	['theredheadariel']
NBCLA	"NBC Los Angeles
7hJoe Alwyn Makes Rare Comment About ‘Happy' Relationship With Taylor Swift
nbclosangeles.com
Joe Alwyn Makes Rare Comment About Relationship With Taylor Swift
During a media presentation for Hulu’s forthcoming limited series ""Conversations With Friends:, Joe Alwyn gave fans a glimpse into his private relationship with Taylor Swift."	[]	['NBCLA']
eentertainment	@catrific Taylor Swift gave Vogue a tour of her house and told SO many secrets! Details tonight on #ENews at 7 & 11.	['#enews']	['catrific']
saoasflores	RT @ESCConor: OMG after using Taylor’s song in her Eurosong postcard, LEILA JANE will perform at Taylor Swift’s two Dublin dates next year…	[]	['ESCConor']
georgia_wells	RT @MeghanBobrowsky: My patriotic act for today is this story about how Swifties who got tickets to Taylor Swift’s Eras Tour are livestream…	[]	['MeghanBobrowsky']
ELLEmagazine	"ELLE Magazine (US)
15hWatch Sadie Sink And Dylan O'Brien Channel Taylor Swift's Past In Her ‘All Too Well’ Short Film
elle.com
Watch Sadie Sink and Dylan O'Brien Channel Taylor Swift's Past in Her ‘All Too Well’ Short Film
Taylor wrote and directed the movie, and said O'Brien and Sink “just acted their asses off” in it."	[]	['ELLEmagazine']
THR	"The Hollywood Reporter
Jan 24Taylor Swift also said to Albarn, “I was such a big fan of yours until I saw this. I write ALL of my own songs. Your hot take is completely false and SO damaging,"" before closing with ""PS I wrote this tweet all by myself in case you were wondering” http://thr.cm/QFkRvJB"	[]	['THR']
Princess_Shifa	"RT @ThrowbackTaylor: 8 years ago today, taylor swift out in new york city, new york.

august 1, 2014 https://t.co/LtkCRAzemM"	[]	['ThrowbackTaylor']
UofCalifornia	Although patients undergoing treatment at @UCLAHealth Mattel Children's Hospital won’t be able to make it to one of the Taylor Swift dates in LA, they brought the sparkle to the young patients with an Eras Tour-themed therapy animal fashion show. https://t.co/Z2rKqdZnkO	[]	['UCLAHealth']
UPlantATree	"Try Shake It Off by Taylor Swift (2015), https://youtube.com/results?search_query=Shake+It+Off+Taylor+Swift…, say hi to 
@Climatecamp
,  #mobiletech"	['mobiletech']	['Climatecamp']
shivampercy	RT @ThrowbackTaylor: I’m voting for Taylor Swift as Artist Of The Year at the #AMAs https://t.co/wXjDXllH0G	['AMAs']	['ThrowbackTaylor']
prtini	cc @TaylorRayOrsbon MT @JasonFalls: Want to meet Taylor Swift? Here's a chance.  http://buff.ly/1wE0MU7 	[]	['taylorrayorsbon', 'jasonfalls']
gong	'Tom Hiddleston Is ‘Planning to Propose’ to Taylor Swift' - usmagazine  http://g.gon.gg/m/ZYpeMuLBYu  via @Gong pic.twitter.com/n49DcaeJra	[]	['gong']
gettyvip	"Why not dress as 2016 Taylor Swift & take the Met Gala Challenge!

Inspirations for�� #metgalachallenge ��  https://bit.ly/2SznNsJ 
#GettyGIF #GettVideo #MetGala @metmuseum #MetAboutTime @met_costume #TaylorSwift @taylorswift13 @TSwiftLA @theTaylorSwiftP @TSwiftNZ @swiftsupdates pic.twitter.com/1qO303bqvP"	['#metgalachallenge', '#gettygif', '#gettvideo', '#metgala', '#metabouttime', '#taylorswift']	['metmuseum', 'met_costume', 'taylorswift13', 'tswiftla', 'thetaylorswiftp', 'tswiftnz', 'swiftsupdates']
rainstormsswift	"RT @aaabbeeeyyy: SELLING 2 TICKETS TO ERAS TOUR PORTUGAL ON 5/25!! FRONT PIT FOR $238 each (face value!!) 

Tags: Taylor swift eras tour Li…"	['']	['aaabbeeeyyy']
exilehive	"RT @ThePopTingz: According to Forbes’ predictions, Taylor Swift's ""The Eras Tour"" will generate $4.6 billion for the US economy. https://t.…"	[]	['ThePopTingz']
maydaymindy9	RT @daveryder: If Taylor Swift and Travis Kelce were Pro-Trump, MAGAts would be saying this is the greatest love story of our generation ht…	['']	['daveryder']
ringer	"Taylor Swift’s #evermore is lovely and even moving in places, but it’s the very definition of diminishing returns. 
@harvilla: therin.gr/on4XKCe"	['evermore']	['harvilla']
runway2street1	RT @GlamourMagUk Watch Taylor Swift, Cara Delevingne & Ed Sheeran sing together:  http://po.st/cUv8AL 	[]	['glamourmaguk']
brandcottage	"“@kim:  ""The New Taylor Swift"" on Good Day NY. That's right @MarySarahMusic @ThoseUSAGirls #gdny #BA75  pic.twitter.com/V2XXCMehj5”"	['#gdny', '#ba75']	['kim', 'marysarahmusic', 'thoseusagirls']
taylornation13	"“Would Taylor Swift really go to such elaborate lengths for her fans? This much I know: Yes, she would.” ❤️

Read the @voguemagazine cover story here:  http://vogue.cm/1FhEqOl  pic.twitter.com/hwupnjgwlr"	[]	['voguemagazine']
constantin_t	RT @wideawake_media: Climate change activist Taylor Swift sent her private jet from Sydney to Hawaii to pick up her boyfriend and bring him…	['']	['wideawake_media']
MENnewsdesk	"Manchester News MEN
Nov 8Cristiano Ronaldo spotted at 'celebrity hotspot' restaurant in Cheshire visited by Harry Styles and Taylor Swift
manchestereveningnews.co.uk
Ronaldo spotted at Cheshire restaurant visited by Harry Styles and Taylor Swift
Customers spotted the Manchester United legend at the restaurant recently"	[]	['MENnewsdesk']
asyc89	"RT @aetheraz: Kantor gue, especially CEO gue, ngasih pinjaman dengan bunga 0% untuk yg mau nonton Coldplay 😭 

Kalau Taylor Swift ke Indone…"	[]	['aetheraz']
myfairobserver	"Taylor Swift as an exercise in sociology and cultural studies, come and have a good time learning with @elliscashmore 
https://t.co/3W3g71Nqcn"	[]	['elliscashmore']
paoloigna1	"paolo ignazio marong
Jan 2Beautiful Eyes-Taylor Swift https://youtu.be/SnGJGrlSNko via 
@YouTube
youtube.com
Beautiful Eyes-Taylor Swift
lyrics:Your beautiful eyes Stare right into mine eyes and sometimes I think of you late at night I dont no why I want to be somewhere where you are I want to..."	[]	['paoloigna1', 'YouTube']
theqyou	"Taylor Swift's Wildest Dreams 
Acoustic cover by @notsaige
 http://buff.ly/1NIbmyS  pic.twitter.com/nHb852Jf95"	[]	['notsaige']
thedailybeast	.@billyeichner also told hosts @therickwilson and @MollyJongFast why it probably took so long for Taylor Swift to become political and how his haters don’t faze him  http://trib.al/WGTDT8p 	[]	['billyeichner', 'therickwilson', 'mollyjongfast']
NJTRANSIT	Your event, your ride! NJ TRANSIT will operate its convenient BetMGM Meadowlands Rail Line service between Secaucus Junction and @MetLifeStadium for the upcoming Morgan Wallen, Taylor Swift, and Ed Sheeran concerts. More details at https://t.co/hCLOBXGWZU https://t.co/oKQbS1DqGV	[]	['MetLifeStadium']
compuguy	RT @EricMGarcia: BREAKING: Philadelphia unprepared as Washington, DC reporters and Hill staffers overrun city for Taylor Swift concert week…	[]	['EricMGarcia']
complexmusic	"The highest paid women in music:

💵 @taylorswift13 - $185M
💵 @Beyonce - $81M
💵 @rihanna - $62M

Here's how Taylor Swift made THAT much and how Rihanna was third after not dropping music since 2016:  http://cmplx.co/15SFAX4  pic.twitter.com/0VlbPTOXKr"	[]	['taylorswift13', 'beyonce', 'rihanna']
ColtSTaylor	RT @theliamnissan: Hey MAGAs, if you wanna worship a real billionaire for a change might I suggest Taylor Swift?	['']	['theliamnissan']
politicalth0t	RT @TheOnion: Fans Speculate Who Taylor Swift Might Be Talking About In New Song ‘My Weird Little Racist Guy’ https://t.co/blYf3z71Rf https…	[]	['TheOnion']
AdiJoseph	@CTowersCBS the midpoint between The National and Taylor Swift is actually @nick_parco and @PeteBlackburn's original version of the CBS Sports HQ newsletter	[]	['CTowersCBS', 'nick_parco', 'PeteBlackburn']
b4llyache	"joHn �������� ����
Nov 12essa aqui ficou tudo
open.spotify.com
Sad Beautiful Tragic (Taylor's Version)
Taylor Swift · Song · 2021"	[]	['b4llyache']
chegg	#tswiftoncampus sponsor @PapaJohns at @HarveyMudd for the Taylor Swift performance! pic.twitter.com/bKcGhCX6	['#tswiftoncampus']	['papajohns', 'harveymudd']
buzz60	Ian McKellen says Taylor Swift threw him out of his apartment  http://bit.ly/1EAbrWM  (by @jenmarkham) pic.twitter.com/Ebu5iSqhpF	[]	['jenmarkham']
KDbyProxy	"RT @scottlincicome: Road trip: ""Taylor Swift Argentina Tickets Are a Bargain With Inflation Over 100%"" https://t.co/0MUMd5ubh4"	[]	['scottlincicome']
yntcdty	"RT @blakeleigh: Taylor Swift absolutely knew doing this would help heal an entire generation of us and she wasn’t wrong 
 https://t.co/O6Zc…"	[]	['blakeleigh']
rosstell	"RT @nytimes: Taylor Swift's Eras Tour clothes ""are, actually, not just a tour down memory lane but a more pointed piece of meta-commentary…"	[]	['nytimes']
shivampercy	"RT @SpotifySwiftie: Spotify Monthly Listeners:

1. The Weekend — 105,985,176 [-127,928]
2. Taylor Swift — 98,099,485 [+131,343]"	[]	['SpotifySwiftie']
billboard	"billboard
23hTaylor Swift celebrated her birthday with Alana Haim.
billboard.com
Taylor Swift Rings in Her Birthday With Alana Haim: ‘I’M FEELIN 32’
As all die-hard Swifties know, Thursday (Dec. 13) is Taylor Swift's birthday, and the superstar took to social media to celebrate -- set to the tune of a fan-favorite Red single."	[]	['billboard']
TheManLVR	"
taylor swift willow
taylor swift grammys
taylor swift evermore
taylor swift folklore
taylor swift cardigan
taylor swift miss americana
taylor swift music industry
taylor swift coney island
taylor swift olivia benson
taylor swift beautiful
taylor swift exile"	[]	['taywh0restan2TL']
